nohup: ignoring input
[1231] bbox_docvqa_id=1232 images=29/29 error=True
[567] bbox_docvqa_id=568 images=35/35 error=False
[1232] bbox_docvqa_id=1233 images=29/29 error=True
[725] bbox_docvqa_id=726 images=10/10 error=False
[1233] bbox_docvqa_id=1234 images=29/29 error=True
[568] bbox_docvqa_id=569 images=6/6 error=False
[1234] bbox_docvqa_id=1235 images=29/29 error=True
[177] bbox_docvqa_id=178 images=5/5 error=False
[1235] bbox_docvqa_id=1236 images=18/18 error=True
[1236] bbox_docvqa_id=1237 images=18/18 error=True
[280] bbox_docvqa_id=281 images=34/34 error=False
[569] bbox_docvqa_id=570 images=6/6 error=False
[529] bbox_docvqa_id=530 images=6/6 error=False
[1237] bbox_docvqa_id=1238 images=18/18 error=True
[1238] bbox_docvqa_id=1239 images=18/18 error=True
[726] bbox_docvqa_id=727 images=10/10 error=False
[1239] bbox_docvqa_id=1240 images=18/18 error=True
[570] bbox_docvqa_id=571 images=6/6 error=False
[1240] bbox_docvqa_id=1241 images=18/18 error=True
[1241] bbox_docvqa_id=1242 images=18/18 error=True
[571] bbox_docvqa_id=572 images=6/6 error=False
[1242] bbox_docvqa_id=1243 images=18/18 error=True
[572] bbox_docvqa_id=573 images=6/6 error=False
[178] bbox_docvqa_id=179 images=5/5 error=False
[573] bbox_docvqa_id=574 images=6/6 error=False
[1243] bbox_docvqa_id=1244 images=10/10 error=False
[574] bbox_docvqa_id=575 images=6/6 error=False
[1244] bbox_docvqa_id=1245 images=10/10 error=False
[1245] bbox_docvqa_id=1246 images=10/10 error=False
[530] bbox_docvqa_id=531 images=6/6 error=False
[575] bbox_docvqa_id=576 images=6/6 error=False
[576] bbox_docvqa_id=577 images=6/6 error=False
[1246] bbox_docvqa_id=1247 images=10/10 error=False
[577] bbox_docvqa_id=578 images=6/6 error=False
[412] bbox_docvqa_id=413 images=30/30 error=False
[1247] bbox_docvqa_id=1248 images=10/10 error=False
[179] bbox_docvqa_id=180 images=5/5 error=False
[1248] bbox_docvqa_id=1249 images=10/10 error=False
[531] bbox_docvqa_id=532 images=6/6 error=False
[281] bbox_docvqa_id=282 images=34/34 error=False
[1249] bbox_docvqa_id=1250 images=49/49 error=True
[413] bbox_docvqa_id=414 images=30/30 error=False
[1250] bbox_docvqa_id=1251 images=49/49 error=True
[1251] bbox_docvqa_id=1252 images=49/49 error=True
[578] bbox_docvqa_id=579 images=30/30 error=False
[727] bbox_docvqa_id=728 images=10/10 error=False
[1252] bbox_docvqa_id=1253 images=49/49 error=True
[1253] bbox_docvqa_id=1254 images=49/49 error=True
[532] bbox_docvqa_id=533 images=6/6 error=False
[1254] bbox_docvqa_id=1255 images=49/49 error=True
[579] bbox_docvqa_id=580 images=30/30 error=False
[414] bbox_docvqa_id=415 images=30/30 error=False
[1255] bbox_docvqa_id=1256 images=49/49 error=True
[728] bbox_docvqa_id=729 images=10/10 error=False
[1256] bbox_docvqa_id=1257 images=49/49 error=True
[580] bbox_docvqa_id=581 images=30/30 error=False
[180] bbox_docvqa_id=181 images=5/5 error=False
[1257] bbox_docvqa_id=1258 images=4/4 error=False
[729] bbox_docvqa_id=730 images=63/63 error=True
[533] bbox_docvqa_id=534 images=6/6 error=False
[282] bbox_docvqa_id=283 images=34/34 error=False
[581] bbox_docvqa_id=582 images=30/30 error=False
[415] bbox_docvqa_id=416 images=30/30 error=False
[730] bbox_docvqa_id=731 images=63/63 error=True
[1258] bbox_docvqa_id=1259 images=8/8 error=False
[1259] bbox_docvqa_id=1260 images=8/8 error=False
[731] bbox_docvqa_id=732 images=63/63 error=True
[582] bbox_docvqa_id=583 images=30/30 error=False
[1260] bbox_docvqa_id=1261 images=8/8 error=False
[416] bbox_docvqa_id=417 images=30/30 error=False
[534] bbox_docvqa_id=535 images=6/6 error=False
[1261] bbox_docvqa_id=1262 images=8/8 error=False
[732] bbox_docvqa_id=733 images=63/63 error=True
[583] bbox_docvqa_id=584 images=30/30 error=False
[181] bbox_docvqa_id=182 images=5/5 error=False
[733] bbox_docvqa_id=734 images=63/63 error=True
[1262] bbox_docvqa_id=1263 images=8/8 error=False
[1263] bbox_docvqa_id=1264 images=8/8 error=False
[535] bbox_docvqa_id=536 images=6/6 error=False
[734] bbox_docvqa_id=735 images=63/63 error=True
[1264] bbox_docvqa_id=1265 images=8/8 error=False
[584] bbox_docvqa_id=585 images=30/30 error=False
[417] bbox_docvqa_id=418 images=30/30 error=False
[1265] bbox_docvqa_id=1266 images=48/48 error=True
[735] bbox_docvqa_id=736 images=63/63 error=True
[1266] bbox_docvqa_id=1267 images=48/48 error=True
[283] bbox_docvqa_id=284 images=34/34 error=False
[418] bbox_docvqa_id=419 images=30/30 error=False
[585] bbox_docvqa_id=586 images=30/30 error=False
[736] bbox_docvqa_id=737 images=63/63 error=True
[1267] bbox_docvqa_id=1268 images=48/48 error=True
[182] bbox_docvqa_id=183 images=5/5 error=False
[1268] bbox_docvqa_id=1269 images=48/48 error=True
[737] bbox_docvqa_id=738 images=63/63 error=True
[586] bbox_docvqa_id=587 images=30/30 error=False
[1269] bbox_docvqa_id=1270 images=48/48 error=True
[1270] bbox_docvqa_id=1271 images=48/48 error=True
[536] bbox_docvqa_id=537 images=6/6 error=False
[738] bbox_docvqa_id=739 images=63/63 error=True
[419] bbox_docvqa_id=420 images=30/30 error=False
[1271] bbox_docvqa_id=1272 images=48/48 error=True
[587] bbox_docvqa_id=588 images=30/30 error=False
[739] bbox_docvqa_id=740 images=73/73 error=True
[1272] bbox_docvqa_id=1273 images=48/48 error=True
[183] bbox_docvqa_id=184 images=5/5 error=False
[740] bbox_docvqa_id=741 images=73/73 error=True
[1273] bbox_docvqa_id=1274 images=43/43 error=True
[741] bbox_docvqa_id=742 images=73/73 error=True
[537] bbox_docvqa_id=538 images=6/6 error=False
[1274] bbox_docvqa_id=1275 images=43/43 error=True
[588] bbox_docvqa_id=589 images=17/17 error=False
[742] bbox_docvqa_id=743 images=73/73 error=True
[420] bbox_docvqa_id=421 images=30/30 error=False
[1275] bbox_docvqa_id=1276 images=43/43 error=True
[589] bbox_docvqa_id=590 images=17/17 error=False
[284] bbox_docvqa_id=285 images=34/34 error=False
[743] bbox_docvqa_id=744 images=73/73 error=True
[1276] bbox_docvqa_id=1277 images=43/43 error=True
[744] bbox_docvqa_id=745 images=73/73 error=True
[1277] bbox_docvqa_id=1278 images=43/43 error=True
[538] bbox_docvqa_id=539 images=6/6 error=False
[590] bbox_docvqa_id=591 images=17/17 error=False
[745] bbox_docvqa_id=746 images=73/73 error=True
[539] bbox_docvqa_id=540 images=20/20 error=True
[1278] bbox_docvqa_id=1279 images=43/43 error=True
[421] bbox_docvqa_id=422 images=13/13 error=False
[540] bbox_docvqa_id=541 images=20/20 error=True
[591] bbox_docvqa_id=592 images=17/17 error=False
[746] bbox_docvqa_id=747 images=73/73 error=True
[1279] bbox_docvqa_id=1280 images=43/43 error=True
[422] bbox_docvqa_id=423 images=13/13 error=False
[541] bbox_docvqa_id=542 images=20/20 error=True
[542] bbox_docvqa_id=543 images=20/20 error=True
[747] bbox_docvqa_id=748 images=73/73 error=True
[1280] bbox_docvqa_id=1281 images=43/43 error=True
[423] bbox_docvqa_id=424 images=13/13 error=False
[543] bbox_docvqa_id=544 images=20/20 error=True
[592] bbox_docvqa_id=593 images=17/17 error=False
[544] bbox_docvqa_id=545 images=20/20 error=True
[748] bbox_docvqa_id=749 images=73/73 error=True
[424] bbox_docvqa_id=425 images=13/13 error=False
[545] bbox_docvqa_id=546 images=20/20 error=True
[749] bbox_docvqa_id=750 images=28/28 error=True
[593] bbox_docvqa_id=594 images=17/17 error=False
[750] bbox_docvqa_id=751 images=28/28 error=True
[1281] bbox_docvqa_id=1282 images=10/10 error=False
[546] bbox_docvqa_id=547 images=20/20 error=True
[425] bbox_docvqa_id=426 images=13/13 error=False
[285] bbox_docvqa_id=286 images=34/34 error=False
[751] bbox_docvqa_id=752 images=28/28 error=True
[547] bbox_docvqa_id=548 images=20/20 error=True
[594] bbox_docvqa_id=595 images=17/17 error=False
[548] bbox_docvqa_id=549 images=20/20 error=True
[426] bbox_docvqa_id=427 images=13/13 error=False
[752] bbox_docvqa_id=753 images=28/28 error=True
[549] bbox_docvqa_id=550 images=13/13 error=True
[753] bbox_docvqa_id=754 images=28/28 error=True
[550] bbox_docvqa_id=551 images=13/13 error=True
[1282] bbox_docvqa_id=1283 images=10/10 error=False
[427] bbox_docvqa_id=428 images=13/13 error=False
[595] bbox_docvqa_id=596 images=17/17 error=False
[551] bbox_docvqa_id=552 images=13/13 error=True
[754] bbox_docvqa_id=755 images=28/28 error=True
[552] bbox_docvqa_id=553 images=13/13 error=True
[1283] bbox_docvqa_id=1284 images=10/10 error=False
[428] bbox_docvqa_id=429 images=13/13 error=False
[755] bbox_docvqa_id=756 images=28/28 error=True
[553] bbox_docvqa_id=554 images=13/13 error=True
[1284] bbox_docvqa_id=1285 images=10/10 error=False
[554] bbox_docvqa_id=555 images=13/13 error=True
[596] bbox_docvqa_id=597 images=17/17 error=False
[756] bbox_docvqa_id=757 images=28/28 error=True
[555] bbox_docvqa_id=556 images=13/13 error=True
[429] bbox_docvqa_id=430 images=13/13 error=False
[757] bbox_docvqa_id=758 images=12/12 error=True
[556] bbox_docvqa_id=557 images=13/13 error=True
[1285] bbox_docvqa_id=1286 images=10/10 error=False
[758] bbox_docvqa_id=759 images=12/12 error=True
[557] bbox_docvqa_id=558 images=13/13 error=True
[597] bbox_docvqa_id=598 images=17/17 error=False
[1286] bbox_docvqa_id=1287 images=10/10 error=False
[430] bbox_docvqa_id=431 images=13/13 error=False
[558] bbox_docvqa_id=559 images=13/13 error=True
[759] bbox_docvqa_id=760 images=12/12 error=True
[760] bbox_docvqa_id=761 images=12/12 error=True
[559] bbox_docvqa_id=560 images=35/35 error=True
[1287] bbox_docvqa_id=1288 images=10/10 error=False
[761] bbox_docvqa_id=762 images=12/12 error=True
[762] bbox_docvqa_id=763 images=12/12 error=True
[560] bbox_docvqa_id=561 images=35/35 error=True
[598] bbox_docvqa_id=599 images=12/12 error=False
[1288] bbox_docvqa_id=1289 images=10/10 error=False
[763] bbox_docvqa_id=764 images=12/12 error=True
[561] bbox_docvqa_id=562 images=35/35 error=True
[764] bbox_docvqa_id=765 images=12/12 error=True
[286] bbox_docvqa_id=287 images=34/34 error=False
[765] bbox_docvqa_id=766 images=21/21 error=True
[599] bbox_docvqa_id=600 images=12/12 error=False
[1289] bbox_docvqa_id=1290 images=63/63 error=True
[766] bbox_docvqa_id=767 images=21/21 error=True
[562] bbox_docvqa_id=563 images=35/35 error=True
[184] bbox_docvqa_id=185 images=5/5 error=False
[767] bbox_docvqa_id=768 images=21/21 error=True
[600] bbox_docvqa_id=601 images=12/12 error=False
[768] bbox_docvqa_id=769 images=21/21 error=True
[563] bbox_docvqa_id=564 images=35/35 error=True
[769] bbox_docvqa_id=770 images=21/21 error=True
[1290] bbox_docvqa_id=1291 images=63/63 error=True
[564] bbox_docvqa_id=565 images=35/35 error=True
[770] bbox_docvqa_id=771 images=21/21 error=True
[771] bbox_docvqa_id=772 images=21/21 error=True
[601] bbox_docvqa_id=602 images=12/12 error=False
[565] bbox_docvqa_id=566 images=35/35 error=True
[772] bbox_docvqa_id=773 images=21/21 error=True
[431] bbox_docvqa_id=432 images=24/24 error=False
[1291] bbox_docvqa_id=1292 images=63/63 error=True
[566] bbox_docvqa_id=567 images=35/35 error=True
[773] bbox_docvqa_id=774 images=20/20 error=True
[774] bbox_docvqa_id=775 images=20/20 error=True
[602] bbox_docvqa_id=603 images=12/12 error=False
[567] bbox_docvqa_id=568 images=35/35 error=True
[775] bbox_docvqa_id=776 images=20/20 error=True
[776] bbox_docvqa_id=777 images=20/20 error=True
[1292] bbox_docvqa_id=1293 images=63/63 error=True
[603] bbox_docvqa_id=604 images=12/12 error=False
[432] bbox_docvqa_id=433 images=24/24 error=False
[777] bbox_docvqa_id=778 images=20/20 error=True
[185] bbox_docvqa_id=186 images=5/5 error=False
[778] bbox_docvqa_id=779 images=20/20 error=True
[287] bbox_docvqa_id=288 images=31/31 error=False
[779] bbox_docvqa_id=780 images=20/20 error=True
[1293] bbox_docvqa_id=1294 images=63/63 error=True
[604] bbox_docvqa_id=605 images=12/12 error=False
[780] bbox_docvqa_id=781 images=20/20 error=True
[781] bbox_docvqa_id=782 images=11/11 error=True
[782] bbox_docvqa_id=783 images=11/11 error=True
[433] bbox_docvqa_id=434 images=24/24 error=False
[783] bbox_docvqa_id=784 images=11/11 error=True
[784] bbox_docvqa_id=785 images=11/11 error=True
[568] bbox_docvqa_id=569 images=6/6 error=False
[605] bbox_docvqa_id=606 images=12/12 error=False
[785] bbox_docvqa_id=786 images=11/11 error=True
[1294] bbox_docvqa_id=1295 images=63/63 error=True
[786] bbox_docvqa_id=787 images=11/11 error=True
[787] bbox_docvqa_id=788 images=19/19 error=True
[788] bbox_docvqa_id=789 images=19/19 error=True
[606] bbox_docvqa_id=607 images=12/12 error=False
[186] bbox_docvqa_id=187 images=5/5 error=False
[434] bbox_docvqa_id=435 images=24/24 error=False
[789] bbox_docvqa_id=790 images=19/19 error=True
[1295] bbox_docvqa_id=1296 images=63/63 error=True
[790] bbox_docvqa_id=791 images=19/19 error=True
[607] bbox_docvqa_id=608 images=12/12 error=False
[791] bbox_docvqa_id=792 images=19/19 error=True
[435] bbox_docvqa_id=436 images=24/24 error=False
[792] bbox_docvqa_id=793 images=19/19 error=True
[569] bbox_docvqa_id=570 images=6/6 error=False
[793] bbox_docvqa_id=794 images=19/19 error=True
[1296] bbox_docvqa_id=1297 images=63/63 error=True
[794] bbox_docvqa_id=795 images=19/19 error=True
[608] bbox_docvqa_id=609 images=13/13 error=False
[288] bbox_docvqa_id=289 images=31/31 error=False
[1297] bbox_docvqa_id=1298 images=73/73 error=True
[795] bbox_docvqa_id=796 images=52/52 error=True
[436] bbox_docvqa_id=437 images=24/24 error=False
[187] bbox_docvqa_id=188 images=5/5 error=False
[796] bbox_docvqa_id=797 images=52/52 error=True
[609] bbox_docvqa_id=610 images=13/13 error=False
[1298] bbox_docvqa_id=1299 images=73/73 error=True
[797] bbox_docvqa_id=798 images=52/52 error=True
[610] bbox_docvqa_id=611 images=13/13 error=False
[798] bbox_docvqa_id=799 images=52/52 error=True
[437] bbox_docvqa_id=438 images=24/24 error=False
[570] bbox_docvqa_id=571 images=6/6 error=False
[1299] bbox_docvqa_id=1300 images=73/73 error=True
[799] bbox_docvqa_id=800 images=52/52 error=True
[611] bbox_docvqa_id=612 images=13/13 error=False
[1300] bbox_docvqa_id=1301 images=73/73 error=True
[800] bbox_docvqa_id=801 images=52/52 error=True
[612] bbox_docvqa_id=613 images=13/13 error=False
[801] bbox_docvqa_id=802 images=52/52 error=True
[188] bbox_docvqa_id=189 images=5/5 error=False
[438] bbox_docvqa_id=439 images=24/24 error=False
[1301] bbox_docvqa_id=1302 images=73/73 error=True
[802] bbox_docvqa_id=803 images=52/52 error=True
[613] bbox_docvqa_id=614 images=13/13 error=False
[803] bbox_docvqa_id=804 images=45/45 error=True
[1302] bbox_docvqa_id=1303 images=73/73 error=True
[804] bbox_docvqa_id=805 images=45/45 error=True
[571] bbox_docvqa_id=572 images=6/6 error=False
[289] bbox_docvqa_id=290 images=31/31 error=False
[614] bbox_docvqa_id=615 images=13/13 error=False
[439] bbox_docvqa_id=440 images=24/24 error=False
[1303] bbox_docvqa_id=1304 images=73/73 error=True
[805] bbox_docvqa_id=806 images=45/45 error=True
[615] bbox_docvqa_id=616 images=13/13 error=False
[806] bbox_docvqa_id=807 images=45/45 error=True
[1304] bbox_docvqa_id=1305 images=73/73 error=True
[807] bbox_docvqa_id=808 images=45/45 error=True
[440] bbox_docvqa_id=441 images=24/24 error=False
[616] bbox_docvqa_id=617 images=13/13 error=False
[1305] bbox_docvqa_id=1306 images=28/28 error=True
[808] bbox_docvqa_id=809 images=45/45 error=True
[1306] bbox_docvqa_id=1307 images=28/28 error=True
[189] bbox_docvqa_id=190 images=5/5 error=False
[441] bbox_docvqa_id=442 images=4/4 error=False
[190] bbox_docvqa_id=191 images=69/69 error=True
[617] bbox_docvqa_id=618 images=13/13 error=False
[809] bbox_docvqa_id=810 images=45/45 error=True
[191] bbox_docvqa_id=192 images=69/69 error=True
[1307] bbox_docvqa_id=1308 images=28/28 error=True
[192] bbox_docvqa_id=193 images=69/69 error=True
[572] bbox_docvqa_id=573 images=6/6 error=False
[442] bbox_docvqa_id=443 images=4/4 error=False
[193] bbox_docvqa_id=194 images=69/69 error=True
[194] bbox_docvqa_id=195 images=69/69 error=True
[443] bbox_docvqa_id=444 images=4/4 error=False
[810] bbox_docvqa_id=811 images=45/45 error=True
[195] bbox_docvqa_id=196 images=69/69 error=True
[1308] bbox_docvqa_id=1309 images=28/28 error=True
[196] bbox_docvqa_id=197 images=69/69 error=True
[197] bbox_docvqa_id=198 images=69/69 error=True
[444] bbox_docvqa_id=445 images=4/4 error=False
[198] bbox_docvqa_id=199 images=69/69 error=True
[811] bbox_docvqa_id=812 images=18/18 error=True
[1309] bbox_docvqa_id=1310 images=12/12 error=True
[199] bbox_docvqa_id=200 images=69/69 error=True
[445] bbox_docvqa_id=446 images=4/4 error=False
[200] bbox_docvqa_id=201 images=21/21 error=True
[812] bbox_docvqa_id=813 images=18/18 error=True
[1310] bbox_docvqa_id=1311 images=12/12 error=True
[201] bbox_docvqa_id=202 images=21/21 error=True
[446] bbox_docvqa_id=447 images=4/4 error=False
[202] bbox_docvqa_id=203 images=21/21 error=True
[813] bbox_docvqa_id=814 images=18/18 error=True
[1311] bbox_docvqa_id=1312 images=12/12 error=True
[203] bbox_docvqa_id=204 images=21/21 error=True
[447] bbox_docvqa_id=448 images=4/4 error=False
[204] bbox_docvqa_id=205 images=21/21 error=True
[814] bbox_docvqa_id=815 images=18/18 error=True
[448] bbox_docvqa_id=449 images=4/4 error=False
[1312] bbox_docvqa_id=1313 images=12/12 error=True
[290] bbox_docvqa_id=291 images=31/31 error=False
[205] bbox_docvqa_id=206 images=21/21 error=True
[206] bbox_docvqa_id=207 images=21/21 error=True
[1313] bbox_docvqa_id=1314 images=21/21 error=True
[815] bbox_docvqa_id=816 images=18/18 error=True
[207] bbox_docvqa_id=208 images=21/21 error=True
[573] bbox_docvqa_id=574 images=6/6 error=False
[208] bbox_docvqa_id=209 images=21/21 error=True
[1314] bbox_docvqa_id=1315 images=21/21 error=True
[816] bbox_docvqa_id=817 images=18/18 error=True
[209] bbox_docvqa_id=210 images=21/21 error=True
[449] bbox_docvqa_id=450 images=4/4 error=False
[618] bbox_docvqa_id=619 images=33/33 error=False
[1315] bbox_docvqa_id=1316 images=21/21 error=True
[817] bbox_docvqa_id=818 images=18/18 error=True
[450] bbox_docvqa_id=451 images=4/4 error=False
[1316] bbox_docvqa_id=1317 images=21/21 error=True
[818] bbox_docvqa_id=819 images=18/18 error=True
[1317] bbox_docvqa_id=1318 images=20/20 error=True
[819] bbox_docvqa_id=820 images=24/24 error=True
[1318] bbox_docvqa_id=1319 images=20/20 error=True
[820] bbox_docvqa_id=821 images=24/24 error=True
[1319] bbox_docvqa_id=1320 images=20/20 error=True
[1320] bbox_docvqa_id=1321 images=20/20 error=True
[821] bbox_docvqa_id=822 images=24/24 error=True
[1321] bbox_docvqa_id=1322 images=11/11 error=True
[451] bbox_docvqa_id=452 images=9/9 error=False
[1322] bbox_docvqa_id=1323 images=11/11 error=True
[619] bbox_docvqa_id=620 images=33/33 error=False
[574] bbox_docvqa_id=575 images=6/6 error=False
[1323] bbox_docvqa_id=1324 images=11/11 error=True
[1324] bbox_docvqa_id=1325 images=11/11 error=True
[822] bbox_docvqa_id=823 images=24/24 error=True
[452] bbox_docvqa_id=453 images=9/9 error=False
[1325] bbox_docvqa_id=1326 images=19/19 error=True
[823] bbox_docvqa_id=824 images=24/24 error=True
[1326] bbox_docvqa_id=1327 images=19/19 error=True
[453] bbox_docvqa_id=454 images=9/9 error=False
[291] bbox_docvqa_id=292 images=31/31 error=False
